Date,Price,Open,High,Low,Vol.,Change %
2014-03-04,1954.11,1954.58,1963.56,1952.61,200.37M,-0.54%
2014-03-03,1964.69,1967.9,1969.16,1955.11,222.62M,-0.77%
2014-02-28,1979.99,1976.48,1981.15,1972.65,252.83M,0.08%
2014-02-27,1978.43,1969.85,1980.37,1965.7,201.06M,0.39%
2014-02-26,1970.77,1963.45,1973.88,1955.92,209.15M,0.30%
2014-02-25,1964.86,1958.3,1964.86,1955.7,226.04M,0.81%
2014-02-24,1949.05,1958.06,1961.41,1943.86,193.81M,-0.45%
2014-02-21,1957.83,1948.03,1957.83,1946.68,216.32M,1.41%
2014-02-20,1930.57,1932.9,1941.13,1927.53,232.32M,-0.64%
2014-02-19,1942.93,1944.7,1944.7,1932.44,213.56M,-0.20%
2014-02-18,1946.91,1946.88,1951.06,1935.6,200.45M,0.03%
2014-02-17,1946.36,1951.74,1955.04,1942.94,215.47M,0.31%
2014-02-14,1940.28,1930.14,1946.81,1930.14,216.59M,0.69%
2014-02-13,1926.96,1936.62,1944.73,1924.39,187.86M,-0.46%
2014-02-12,1935.84,1942.23,1942.23,1933.54,225.37M,0.20%
2014-02-11,1932.06,1924.45,1935.29,1920.55,226.38M,0.46%
2014-02-10,1923.3,1928.13,1928.39,1916.4,207.96M,0.04%
2014-02-07,1922.5,1922.45,1923.25,1910.9,272.96M,0.77%
2014-02-06,1907.89,1897.35,1910.91,1897.35,259.44M,0.88%
2014-02-05,1891.32,1897.95,1901.4,1888.47,244.03M,0.24%
2014-02-04,1886.85,1894.96,1898.08,1885.53,250.98M,-1.72%
2014-02-03,1919.96,1930.09,1931.81,1917.64,229.65M,-1.09%
2014-01-29,1941.15,1925.93,1941.71,1925.52,219.93M,1.26%
2014-01-28,1916.93,1907.18,1919.26,1904.05,270.50M,0.34%
2014-01-27,1910.34,1905.91,1918.68,1899.76,340.43M,-1.56%
2014-01-24,1940.56,1941.55,1947.01,1924.49,279.24M,-0.36%
2014-01-23,1947.59,1968.77,1969.04,1947.01,229.38M,-1.16%
2014-01-22,1970.42,1960.46,1970.42,1959.57,243.86M,0.33%
2014-01-21,1963.89,1955.26,1965.43,1949.56,289.33M,0.52%
2014-01-20,1953.78,1945.99,1955.28,1934.38,279.53M,0.48%
2014-01-17,1944.48,1958.5,1962.64,1943.13,260.91M,-0.66%
2014-01-16,1957.32,1957.91,1965.27,1955.79,379.57M,0.21%
2014-01-15,1953.28,1956.43,1956.84,1945.87,250.87M,0.37%
2014-01-14,1946.07,1942.79,1961.73,1939.31,244.06M,-0.15%
2014-01-13,1948.92,1947.38,1954.07,1942.83,267.94M,0.54%
2014-01-10,1938.54,1949.53,1956.97,1931.16,262.99M,-0.39%
2014-01-09,1946.11,1962.3,1964.59,1946.11,276.40M,-0.66%
2014-01-08,1958.96,1965.5,1966.95,1950.02,217.07M,-0.02%
2014-01-07,1959.44,1947.65,1965.74,1947.08,193.03M,0.32%
2014-01-06,1953.28,1947.62,1961.85,1943.74,193.63M,0.37%
2014-01-03,1946.14,1963.72,1964.63,1936.15,188.53M,-1.07%
2014-01-02,1967.19,2013.11,2013.89,1967.19,207.77M,-2.20%
2013-12-31,2011.34,2004.32,2011.34,1998.61,172.23K,0.00%
2013-12-30,2011.34,2004.32,2011.34,1998.61,172.23M,0.45%
2013-12-27,2002.28,1994.05,2004.55,1987.58,207.77M,0.15%
2013-12-26,1999.3,2004.25,2009.96,1997.34,230.53M,-0.11%
2013-12-24,2001.59,2000.24,2007.34,1994.34,214.69M,0.24%
2013-12-23,1996.89,1993.45,2000.07,1989,223.00M,0.68%
2013-12-20,1983.35,1973.12,1984.44,1972.59,247.06M,0.39%
2013-12-19,1975.65,1996.79,1997.02,1969.95,255.82M,0.05%
2013-12-18,1974.63,1971.85,1982.42,1966.18,258.66M,0.45%
2013-12-17,1965.74,1977.94,1979.62,1962.22,253.89M,0.23%
2013-12-16,1961.15,1960.6,1970.25,1956.63,213.51M,-0.09%
2013-12-13,1962.91,1963.04,1963.81,1947.44,234.10M,-0.26%
2013-12-12,1967.93,1966.44,1970.51,1958.99,255.08M,-0.51%
2013-12-11,1977.97,1987.22,2000.15,1972.87,231.37M,-0.78%
2013-12-10,1993.45,2000.03,2001.33,1989.41,200.96M,-0.35%
2013-12-09,2000.38,2000.52,2003.97,1997.58,230.27M,1.01%
2013-12-06,1980.41,1982.99,1990.55,1980.4,201.90M,-0.22%
2013-12-05,1984.77,1993.73,1994.32,1971.44,217.67M,-0.10%
2013-12-04,1986.8,1998.69,2006.71,1986.8,230.33M,-1.12%
2013-12-03,2009.36,2023.62,2028.07,2008.55,294.95M,-1.05%
2013-12-02,2030.78,2050.45,2052.88,2029.1,229.69M,-0.69%
2013-11-29,2044.87,2044.85,2050.7,2038.46,245.37M,-0.04%
2013-11-28,2045.77,2039.73,2047.66,2037.73,276.27M,0.84%
2013-11-27,2028.81,2016.28,2028.81,2010.84,284.08M,0.31%
2013-11-26,2022.64,2008.19,2022.66,1998.9,275.31M,0.33%
2013-11-25,2015.98,2020,2031.11,2015.98,295.51M,0.49%
2013-11-22,2006.23,2002.15,2011.2,1992.48,350.98M,0.62%
2013-11-21,1993.78,2013.71,2013.71,1985.65,292.67M,-1.16%
2013-11-20,2017.24,2028.34,2029.61,2010.74,334.80M,-0.71%
2013-11-19,2031.64,2009.95,2033.91,2009.47,402.80M,1.04%
2013-11-18,2010.81,2014.24,2018.17,2009.76,313.97M,0.26%
2013-11-15,2005.64,1980.99,2006.31,1980.99,264.69M,1.94%
2013-11-14,1967.56,1980.2,1981.89,1963.42,323.11M,0.20%
2013-11-13,1963.56,1993.16,1993.16,1963.56,251.54M,-1.60%
2013-11-12,1995.48,1983.94,2000.41,1983.89,247.36M,0.92%
2013-11-11,1977.3,1995.86,1995.86,1973.05,286.22M,-0.38%
2013-11-08,1984.87,1987.21,1998.59,1984.86,287.31M,-0.96%
2013-11-07,2004.04,2014.85,2017.55,2000.6,310.95M,-0.48%
2013-11-06,2013.67,2015.32,2023.52,2011.41,273.69M,-0.01%
2013-11-05,2013.93,2027.62,2029.6,2010.2,257.82M,-0.56%
2013-11-04,2025.17,2035.08,2035.84,2022.91,235.24M,-0.70%
2013-11-01,2039.42,2037.25,2041.23,2030.57,294.19M,0.46%
2013-10-31,2030.09,2050.96,2055.59,2030.09,254.50M,-1.43%
2013-10-30,2059.58,2055,2059.58,2043.93,263.43M,0.38%
2013-10-29,2051.76,2046.67,2053.78,2039.46,307.65M,0.18%
2013-10-28,2048.14,2037.28,2048.14,2030.9,257.53M,0.68%
2013-10-25,2034.39,2047.46,2047.46,2023.82,234.84M,-0.60%
2013-10-24,2046.69,2034.96,2046.69,2027.93,254.85M,0.54%
2013-10-23,2035.75,2062.81,2063.28,2035.75,367.99M,-0.99%
2013-10-22,2056.12,2051.01,2056.12,2045.45,378.78M,0.15%
2013-10-21,2053.01,2054.16,2060.18,2047.83,281.93M,0.03%
2013-10-18,2052.4,2046.56,2052.4,2041.36,257.59M,0.58%
2013-10-17,2040.61,2051.19,2052.44,2035.96,306.92M,0.29%
2013-10-16,2034.61,2040.03,2049.5,2033.75,267.49M,-0.31%
2013-10-15,2040.96,2034.69,2045.5,2033.84,233.62M,1.02%
2013-10-14,2020.27,2026.07,2026.79,2019.65,220.74M,-0.23%
2013-10-11,2024.9,2018.01,2028.11,2012.66,254.29M,1.17%
2013-10-10,2001.4,2000.91,2010,1997.66,222.68M,-0.07%
2013-10-08,2002.76,1987.97,2002.78,1981.21,329.57M,0.42%
2013-10-07,1994.42,1997.17,2002.61,1991.02,249.77M,-0.13%
2013-10-04,1996.98,1999.92,2004.65,1985.63,241.07M,-0.12%
2013-10-02,1999.47,2012.07,2012.82,1999.02,238.25M,0.03%
2013-10-01,1998.87,1997.62,2012.52,1991.22,281.27M,0.10%
2013-09-30,1996.96,2002.02,2005.41,1994.22,292.78M,-0.74%
2013-09-27,2011.8,2012.26,2016.34,2008.25,282.34M,0.22%
2013-09-26,2007.32,1992.1,2007.32,1991.1,255.55M,0.46%
2013-09-25,1998.06,2004.53,2006.88,1988.87,294.75M,-0.45%
2013-09-24,2007.1,2001.51,2011.11,1990.36,309.36M,-0.11%
2013-09-23,2009.41,2000.72,2015.18,1994.77,249.54M,0.19%
2013-09-17,2005.58,2009.31,2009.31,1994.31,264.66M,-0.39%
2013-09-16,2013.37,2011.69,2018.02,2004.45,248.50M,0.96%
2013-09-13,1994.32,1994.95,2004.87,1992.26,253.92M,-0.49%
2013-09-12,2004.06,2004.67,2017.48,1995.16,359.26M,0.01%
2013-09-11,2003.85,1995.96,2003.85,1987.4,299.41M,0.49%
2013-09-10,1994.06,1978.08,1994.06,1974.59,264.33M,0.98%
2013-09-09,1974.67,1964.09,1974.67,1962.62,270.74M,0.99%
2013-09-06,1955.31,1954.11,1962.15,1949.01,324.99M,0.19%
2013-09-05,1951.65,1943.66,1954.21,1937.82,286.74M,0.96%
2013-09-04,1933.03,1929.6,1938.26,1921.93,284.19M,-0.04%
2013-09-03,1933.74,1934.24,1940.99,1928.09,300.06M,0.46%
2013-09-02,1924.81,1925.32,1932.46,1921.01,243.99M,-0.08%
2013-08-30,1926.36,1918.91,1926.37,1910.37,300.93M,0.99%
2013-08-29,1907.54,1892.03,1914.9,1891.59,301.70M,1.22%
2013-08-28,1884.52,1862.51,1885.35,1861.56,378.29M,-0.07%
2013-08-27,1885.84,1883.71,1896.63,1881.44,409.26M,-0.11%
2013-08-26,1887.86,1876.59,1890.38,1876.59,316.30M,0.95%
2013-08-23,1870.16,1861.58,1876.14,1854.67,374.96M,1.14%
2013-08-22,1849.12,1847.94,1858.5,1838.52,425.95M,-0.98%
2013-08-21,1867.46,1891.01,1894.74,1863.6,411.24M,-1.08%
2013-08-20,1887.85,1910.3,1923.42,1885.93,350.35M,-1.55%
2013-08-19,1917.64,1917.32,1918.71,1909.8,302.12M,-0.13%
2013-08-16,1920.11,1903.72,1927.59,1901.7,348.50M,-0.20%
2013-08-14,1923.91,1912.59,1925.1,1908.92,363.32M,0.57%
2013-08-13,1913.03,1893.42,1913.03,1890.78,362.60M,1.50%
2013-08-12,1884.83,1878.5,1894.42,1878.33,297.51M,0.22%
2013-08-09,1880.71,1884.57,1888.79,1876.07,283.48M,-0.17%
2013-08-08,1883.97,1884.58,1896.07,1879.13,338.17M,0.30%
2013-08-07,1878.33,1892.47,1895.5,1878.33,312.43M,-1.48%
2013-08-06,1906.62,1914.06,1914.06,1895.87,294.65M,-0.50%
2013-08-05,1916.22,1920.83,1925.6,1915.69,233.98M,-0.37%
2013-08-02,1923.38,1936.26,1939.28,1920.98,298.15M,0.14%
2013-08-01,1920.74,1916.56,1925.32,1906.74,336.06M,0.35%
2013-07-31,1914.03,1915.47,1920.6,1910.82,384.14M,-0.16%
2013-07-30,1917.05,1901.88,1917.11,1900.54,366.88M,0.90%
2013-07-29,1899.89,1908.66,1912.57,1899.02,337.59M,-0.57%
2013-07-26,1910.81,1912.05,1915.97,1902.47,320.16M,0.06%
2013-07-25,1909.61,1906.57,1913.91,1904.44,312.00M,-0.13%
2013-07-24,1912.08,1904.07,1914.41,1901.15,322.15M,0.42%
2013-07-23,1904.15,1890.55,1904.15,1885.57,352.40M,1.27%
2013-07-22,1880.35,1880.81,1894.41,1873.17,356.94M,0.48%
2013-07-19,1871.41,1880.44,1881.4,1861.43,319.62M,-0.22%
2013-07-18,1875.48,1883.07,1885.01,1870.78,380.29M,-0.64%
2013-07-17,1887.49,1871.29,1894.7,1856.55,382.92M,1.13%
2013-07-16,1866.36,1875.53,1875.68,1860.37,303.33M,-0.47%
2013-07-15,1875.16,1870.26,1877.46,1847.82,330.03M,0.28%
2013-07-12,1869.98,1873.66,1873.66,1863.4,265.99M,-0.41%
2013-07-11,1877.6,1840.34,1877.6,1840.34,331.47M,2.93%
2013-07-10,1824.16,1835.94,1836.91,1818.94,267.90M,-0.34%
2013-07-09,1830.35,1828.63,1831.35,1815.03,257.90M,0.74%
2013-07-08,1816.85,1830.81,1840.57,1809.72,303.58M,-0.90%
2013-07-05,1833.31,1848.97,1857.39,1828.75,285.64M,-0.32%
2013-07-04,1839.14,1830.49,1840.38,1825.62,313.02M,0.79%
2013-07-03,1824.66,1854.29,1860.46,1823.1,405.80M,-1.64%
2013-07-02,1855.02,1861.26,1867.18,1850.29,483.16M,-0.04%
2013-07-01,1855.73,1851.57,1866.63,1850.03,220.88M,-0.41%
2013-06-28,1863.32,1844.6,1864.09,1844.6,251.09M,1.56%
2013-06-27,1834.7,1809.55,1839.52,1809.4,286.26M,2.87%
2013-06-26,1783.45,1799.74,1799.74,1772.49,296.94M,0.16%
2013-06-25,1780.63,1790.33,1807.62,1770.53,332.24M,-1.02%
2013-06-24,1799.01,1821.22,1821.22,1798.98,220.94M,-1.31%
2013-06-21,1822.83,1806.4,1823.99,1806.02,290.46M,-1.49%
2013-06-20,1850.49,1864.37,1873.18,1844.41,355.76M,-2.00%
2013-06-19,1888.31,1899.5,1899.5,1883.41,279.75M,-0.65%
2013-06-18,1900.62,1887.72,1900.63,1872.7,278.59M,0.93%
2013-06-17,1883.1,1889.45,1897.7,1878.4,264.45M,-0.32%
2013-06-14,1889.24,1895.77,1896.6,1881.5,279.28M,0.35%
2013-06-13,1882.73,1905.1,1911.04,1881.24,306.43M,-1.42%
2013-06-12,1909.91,1913.6,1921.54,1907.29,253.38M,-0.56%
2013-06-11,1920.68,1933.1,1933.34,1910.05,288.16M,-0.62%
2013-06-10,1932.7,1927.19,1934.92,1923.59,271.73M,0.46%
2013-06-07,1923.85,1953.83,1954.82,1923.84,341.12M,-1.80%
2013-06-05,1959.19,1988.94,1989.29,1959.19,340.50M,-1.52%
2013-06-04,1989.51,1998.38,1999.73,1979.42,334.90M,0.00%
2013-06-03,1989.57,1993.11,2000.56,1989.51,333.50M,-0.57%
2013-05-31,2001.05,2009.25,2013.29,2000.82,397.51M,0.05%
2013-05-30,2000.1,1999.83,2008.23,1997.84,435.69M,-0.05%
2013-05-29,2001.2,1993.69,2009.43,1992.68,362.63M,0.75%
2013-05-28,1986.22,1983.58,1991.2,1978.89,311.41M,0.32%
2013-05-27,1979.97,1974.59,1984.13,1971.53,256.08M,0.33%
2013-05-24,1973.45,1979.35,1979.93,1961.59,273.55M,0.22%
2013-05-23,1969.19,1985.91,1991.35,1969.19,342.94M,-1.24%
2013-05-22,1993.83,1991.76,1998.7,1987.23,326.45M,0.64%
2013-05-21,1981.09,1994.02,1995.1,1976.17,245.78M,-0.07%
2013-05-20,1982.43,1990.36,1991.27,1982.43,274.39M,-0.22%
2013-05-16,1986.81,1980.03,1991.98,1980.03,322.20M,0.79%
2013-05-15,1971.26,1971.96,1972.44,1963.52,246.96M,0.12%
2013-05-14,1968.83,1954.39,1972.5,1954.13,328.48M,1.03%
2013-05-13,1948.7,1936.86,1948.7,1935.57,251.57M,0.20%
2013-05-10,1944.75,1975.48,1975.48,1944.75,283.84M,-1.75%
2013-05-09,1979.45,1963.61,1982.32,1961.5,332.55M,1.18%
2013-05-08,1956.45,1961.73,1964.08,1952.38,337.94M,0.11%
2013-05-07,1954.35,1962.28,1962.87,1951.27,299.86M,-0.36%
2013-05-06,1961.48,1977.44,1983.64,1960.14,294.95M,-0.22%
2013-05-03,1965.71,1967.88,1968.04,1953.4,312.53M,0.43%
2013-05-02,1957.21,1961.67,1966.68,1954.28,349.69M,-0.34%
2013-04-30,1963.95,1947.07,1967.06,1946.99,403.08M,1.20%
2013-04-29,1940.7,1948.87,1948.97,1934.68,266.05M,-0.20%
2013-04-26,1944.56,1949.92,1951.86,1942.37,280.16M,-0.36%
2013-04-25,1951.6,1937.88,1951.66,1935.81,334.96M,0.84%
2013-04-24,1935.31,1931.06,1939.35,1921.03,341.10M,0.87%
2013-04-23,1918.63,1924.43,1924.79,1908.77,260.48M,-0.40%
2013-04-22,1926.31,1903.97,1926.31,1901.98,258.76M,1.03%
2013-04-19,1906.75,1899.35,1910.24,1888.3,331.26M,0.35%
2013-04-18,1900.06,1916.55,1919.53,1900.05,343.48M,-1.24%
2013-04-17,1923.84,1934.61,1934.82,1910.78,415.26M,0.08%
2013-04-16,1922.21,1900.18,1926.65,1896.69,393.06M,0.09%
2013-04-15,1920.45,1916.06,1927.72,1907.35,332.95M,-0.20%
2013-04-12,1924.23,1954.22,1956.21,1919.9,407.38M,-1.31%
2013-04-11,1949.8,1944.53,1949.8,1926.54,386.58M,0.73%
2013-04-10,1935.58,1933.73,1939.19,1923.43,320.15M,0.77%
2013-04-09,1920.74,1918.13,1934.74,1901.96,356.63M,0.11%
2013-04-08,1918.69,1927.04,1933.95,1918.69,313.35M,-0.44%
2013-04-05,1927.23,1948.33,1952.1,1916.77,372.65M,-1.64%
2013-04-04,1959.45,1963.39,1965.19,1938.89,415.40M,-1.20%
2013-04-03,1983.22,1990.71,1992.4,1972.02,396.38M,-0.15%
2013-04-02,1986.15,1996.81,2001.78,1973.27,496.12M,-0.49%
2013-04-01,1995.99,2009.94,2010.15,1994.54,269.15M,-0.44%
2013-03-29,2004.89,2007.12,2013.21,2003.96,341.60M,0.57%
2013-03-28,1993.52,1989.7,1995.31,1985.45,367.68M,0.00%
2013-03-27,1993.44,1991.91,1996.56,1973.72,362.61M,0.49%
2013-03-26,1983.7,1976.81,1990.23,1975.6,298.85M,0.30%
2013-03-25,1977.67,1968.85,1981.75,1968.14,276.30M,1.49%
2013-03-22,1948.71,1949.03,1956.33,1946.05,259.62M,-0.11%
2013-03-21,1950.82,1969.3,1973.26,1950.82,262.86M,-0.44%
2013-03-20,1959.41,1969.19,1978.17,1959.4,332.90M,-0.97%
2013-03-19,1978.56,1978.41,1989.46,1973.23,326.79M,0.53%
2013-03-18,1968.18,1974.71,1982.92,1968.18,304.27M,-0.92%
2013-03-15,1986.5,2009.71,2009.71,1985.91,307.40M,-0.78%
2013-03-14,2002.13,2000.07,2002.13,1978.57,330.92M,0.12%
2013-03-13,1999.73,1994.79,1999.73,1988.19,353.04M,0.32%
2013-03-12,1993.34,2006.84,2007.44,1990.17,390.22M,-0.50%
2013-03-11,2003.35,2000.57,2006.3,1982.38,398.28M,-0.13%
2013-03-08,2006.01,2001.97,2007.37,1994.25,312.06M,0.08%
2013-03-07,2004.4,2018.63,2018.63,1998.29,386.48M,-0.81%
2013-03-06,2020.74,2033.17,2033.89,2016.65,395.37M,0.20%
2013-03-05,2016.61,2022.41,2031.65,2016.6,491.94M,0.17%
2013-03-04,2013.15,2028.55,2029.32,2011.09,357.44M,-0.66%
2013-02-28,2026.49,2019.05,2030.85,2016.15,421.96M,1.12%
2013-02-27,2004.04,2008.94,2014.96,1999.65,417.07M,0.20%
2013-02-26,2000.01,1993.12,2005.86,1991.96,433.41M,-0.47%
2013-02-25,2009.52,2022.51,2022.77,2008.78,338.23M,-0.46%
2013-02-22,2018.89,2007.34,2029.44,2006.59,409.12M,0.18%
2013-02-21,2015.22,2014.5,2021.24,2010.91,391.19M,-0.47%
2013-02-20,2024.64,1997.04,2024.64,1995.31,407.73M,1.95%
2013-02-19,1985.83,1981.96,1990.09,1979.85,344.26M,0.20%
2013-02-18,1981.91,1979.42,1985.41,1973.65,420.69M,0.04%
2013-02-15,1981.18,1981.06,1982.76,1976.12,598.84M,0.08%
2013-02-14,1979.61,1977.42,1986.14,1972.8,336.03M,0.18%
2013-02-13,1976.07,1952.86,1976.07,1950.58,331.01M,1.56%
2013-02-12,1945.79,1958.46,1958.65,1943.63,307.48M,-0.26%
2013-02-08,1950.9,1930,1955.86,1929.81,291.21M,0.99%
2013-02-07,1931.77,1939.42,1946.67,1931.1,412.16M,-0.23%
2013-02-06,1936.19,1943.33,1944.44,1935.44,349.22M,-0.10%
2013-02-05,1938.18,1936.92,1944,1928.75,366.69M,-0.77%
2013-02-04,1953.21,1968.95,1969.13,1952.83,345.36M,-0.23%
2013-02-01,1957.79,1964.75,1966.54,1942.44,385.89M,-0.21%
2013-01-31,1961.94,1960.78,1965.92,1954.53,399.58M,-0.13%
2013-01-30,1964.43,1961.92,1967.29,1950.67,523.26M,0.43%
2013-01-29,1955.96,1946.11,1958.88,1944.81,465.01M,0.84%
2013-01-28,1939.71,1940.33,1943.49,1930.37,349.47M,-0.36%
2013-01-25,1946.69,1966.4,1966.83,1934.89,401.83M,-0.91%
2013-01-24,1964.48,1970.85,1980.03,1960.75,558.39M,-0.80%
2013-01-23,1980.41,2003.37,2008.06,1980.41,491.36M,-0.81%
2013-01-22,1996.52,1986.58,1999.35,1981.88,553.44M,0.49%
2013-01-21,1986.86,1987.96,1991.98,1972.64,446.60M,-0.05%
2013-01-18,1987.85,1987.65,1988.47,1976.72,583.33M,0.69%
2013-01-17,1974.27,1983.67,1986.34,1964.62,828.73M,-0.16%
2013-01-16,1977.45,1988.44,1996.46,1970.01,457.62M,-0.32%
2013-01-15,1983.74,2006.89,2016.37,1983.74,546.22M,-1.16%
2013-01-14,2007.04,1993.82,2007.04,1989.24,454.75M,0.52%
2013-01-11,1996.67,2017.38,2017.92,1984.16,472.56M,-0.50%
2013-01-10,2006.8,1993.87,2008.47,1988.04,500.78M,0.75%
2013-01-09,1991.81,2001.98,2007.72,1989.48,607.58M,-0.31%
2013-01-08,1997.94,2003.22,2009.99,1997.91,493.73M,-0.66%
2013-01-07,2011.25,2012.15,2014,1996.47,536.22M,-0.03%
2013-01-04,2011.94,2017.88,2018.63,2001.53,378.86M,-0.37%
2013-01-03,2019.41,2041.24,2042.48,2018.49,491.01M,-0.58%
2013-01-02,2031.1,2013.74,2033.66,2012.3,364.08M,1.71%
2012-12-28,1997.05,1984.84,2002.67,1984.84,302.93M,0.49%
2012-12-27,1987.35,1979.46,1987.91,1971.53,376.07M,0.26%
2012-12-26,1982.25,1992.1,2000.92,1982.25,457.99M,0.02%
2012-12-24,1981.82,1984.18,1985.57,1977,348.17M,0.07%
2012-12-21,1980.42,2004.61,2004.67,1976.09,553.67M,-0.95%
2012-12-20,1999.5,2002.11,2006.08,1991.81,421.93M,0.32%
2012-12-18,1993.09,1990.72,1993.09,1979.22,454.27M,0.51%
2012-12-17,1983.07,1993.18,1999.38,1981.13,366.68M,-0.60%
2012-12-14,1995.04,1989.42,1999.65,1985.19,350.50M,-0.39%
2012-12-13,2002.77,1976.18,2002.78,1976.18,421.46M,1.38%
2012-12-12,1975.44,1972.33,1975.44,1966.91,459.72M,0.55%
2012-12-11,1964.62,1962.52,1965.68,1956.75,404.83M,0.37%
2012-12-10,1957.42,1965.71,1970.19,1955.39,367.57M,0.00%
2012-12-07,1957.45,1953.17,1963.06,1952.83,413.45M,0.40%
2012-12-06,1949.62,1948.55,1955.07,1946.03,345.32M,0.13%
2012-12-05,1947.04,1933.45,1949.7,1930.15,492.58M,0.61%
2012-12-04,1935.18,1932.66,1938.28,1928.09,294.80M,-0.25%
2012-12-03,1940.02,1937.28,1944.75,1933.67,314.89M,0.37%
2012-11-30,1932.9,1932.71,1941.84,1927.98,337.27M,-0.10%
2012-11-29,1934.85,1922.86,1935.1,1922.51,388.79M,1.15%
2012-11-28,1912.78,1916.31,1916.76,1906.2,408.91M,-0.65%
2012-11-27,1925.2,1917.14,1930.24,1913.97,588.28M,0.87%
2012-11-26,1908.51,1918.01,1918.11,1905.95,276.75M,-0.15%
2012-11-23,1911.33,1901.73,1911.33,1894.58,329.95M,0.62%
2012-11-22,1899.5,1894.66,1903.27,1893.18,412.82M,0.82%
2012-11-21,1884.04,1895.72,1899.6,1878.25,380.80M,-0.32%
2012-11-20,1890.18,1896.58,1897.56,1886.34,372.35M,0.64%
2012-11-19,1878.1,1869.76,1884.11,1869.23,349.36M,0.93%
2012-11-16,1860.83,1865.81,1872.69,1856.81,465.05M,-0.53%
2012-11-15,1870.72,1870.29,1875.49,1859.79,450.85M,-1.23%
2012-11-14,1894.04,1891.45,1895.48,1880.61,533.94M,0.23%
2012-11-13,1889.7,1904.19,1904.97,1881.85,494.88M,-0.59%
2012-11-12,1900.87,1899.3,1903.81,1892.68,473.26M,-0.19%
2012-11-09,1904.41,1893.09,1907.57,1879.06,636.23M,-0.52%
2012-11-08,1914.41,1912.64,1918.69,1905.62,659.65M,-1.19%
2012-11-07,1937.55,1933.79,1937.55,1916.81,556.72M,0.49%
2012-11-06,1928.17,1911.83,1928.17,1908.49,545.83M,1.05%
2012-11-05,1908.22,1905.46,1914.38,1903.32,343.43M,-0.55%
2012-11-02,1918.72,1920.55,1921.98,1915.11,441.21M,1.07%
2012-11-01,1898.44,1903.57,1904.99,1887.56,402.38M,-0.71%
2012-10-31,1912.06,1912.83,1918.4,1909.08,397.25M,0.66%
2012-10-30,1899.58,1894.05,1913.52,1893.75,334.13M,0.43%
2012-10-29,1891.52,1901.83,1905.22,1884.77,371.72M,0.00%
2012-10-26,1891.43,1917.64,1921.25,1890.15,437.52M,-1.72%
2012-10-25,1924.5,1906.91,1924.51,1904.95,438.07M,0.55%
2012-10-24,1913.96,1907.16,1922.02,1901.62,564.64M,-0.67%
2012-10-23,1926.81,1943.79,1944.38,1926.81,538.99M,-0.76%
2012-10-22,1941.59,1910.98,1942.64,1910.23,458.10M,-0.12%
2012-10-19,1943.84,1954.33,1958.64,1938.96,383.23M,-0.78%
2012-10-18,1959.12,1960.39,1963.53,1954.1,494.96M,0.20%
2012-10-17,1955.15,1955.78,1965.53,1949.71,499.78M,0.70%
2012-10-16,1941.54,1942.51,1944.22,1931.09,538.40M,0.83%
2012-10-15,1925.59,1927.82,1937.15,1921.32,567.91M,-0.40%
2012-10-12,1933.26,1937.85,1940.32,1927.39,398.79M,0.01%
2012-10-11,1933.09,1934.49,1949.74,1919.82,464.11M,-0.78%
2012-10-10,1948.22,1961.9,1962.72,1948.22,449.39M,-1.56%
2012-10-09,1979.04,1982.09,1992.32,1979,516.87M,-0.14%
2012-10-08,1981.89,1994.05,1994.05,1979.24,508.31M,-0.67%
2012-10-05,1995.17,2004.62,2007.84,1991.21,681.22M,0.12%
2012-10-04,1992.68,1998.73,1998.99,1983.03,596.93M,-0.17%
2012-10-02,1996.03,1998.52,2003.63,1995.12,496.28M,-0.01%
2012-09-28,1996.21,2000.01,2000.01,1988.41,678.17M,0.38%
2012-09-27,1988.7,1969.65,1991.26,1969.6,693.72M,0.42%
2012-09-26,1980.44,1973.11,1986.28,1968.85,1.21B,-0.55%
2012-09-25,1991.41,1994.08,2004.26,1988.88,528.99M,-0.60%
2012-09-24,2003.44,1996.42,2005.45,1977.7,482.97M,0.05%
2012-09-21,2002.37,2000.05,2005.11,1991.56,649.20M,0.60%
2012-09-20,1990.33,1997.65,2004.54,1987.94,618.39M,-0.87%
2012-09-19,2007.88,2000.2,2012.74,1993.91,959.92M,0.15%
2012-09-18,2004.96,1998.3,2005.73,1995.83,855.27M,0.13%
2012-09-17,2002.35,2005.54,2011.5,1997.79,881.69M,-0.26%
2012-09-14,2007.58,1994.42,2008.97,1991.13,1.02B,2.92%
2012-09-13,1950.69,1948.27,1955.03,1938.74,983.08M,0.03%
2012-09-12,1950.03,1931.44,1953.03,1927.75,708.40M,1.56%
2012-09-11,1920,1920.46,1923.09,1912.47,718.73M,-0.24%
2012-09-10,1924.7,1934.63,1937.85,1924.7,620.84M,-0.25%
2012-09-07,1929.58,1918.36,1929.58,1915.56,597.68M,2.57%
2012-09-06,1881.24,1881.54,1888.18,1873.49,752.89M,0.38%
2012-09-05,1874.03,1894.7,1894.7,1874.03,624.14M,-1.74%
2012-09-04,1907.13,1911.47,1916.16,1906.22,881.54M,-0.29%
2012-09-03,1912.71,1909.06,1921.84,1885.03,597.14M,0.40%
2012-08-31,1905.12,1897.16,1912.24,1896.84,659.11M,-0.07%
2012-08-30,1906.38,1922.82,1922.82,1897.07,747.76M,-1.15%
