Date,Price,Open,High,Low,Vol.,Change %
2018-08-23,2282.6,2282.57,2282.88,2268.06,338.39M,0.41%
2018-08-22,2273.33,2273.68,2280.31,2268.91,269.27M,0.14%
2018-08-21,2270.06,2248.04,2272.86,2244.59,294.34M,0.99%
2018-08-20,2247.88,2257.35,2264.42,2245.06,271.60M,0.04%
2018-08-17,2247.05,2244.61,2250.92,2240.14,238.38M,0.28%
2018-08-16,2240.8,2233.05,2244.08,2218.09,312.52M,-0.80%
2018-08-14,2258.91,2249.86,2262.52,2247.37,255.22M,0.47%
2018-08-13,2248.45,2266.43,2271.82,2238.55,335.38M,-1.50%
2018-08-10,2282.79,2295.21,2295.62,2277.89,286.16M,-0.91%
2018-08-09,2303.71,2303.04,2303.71,2291.91,244.88M,0.10%
2018-08-08,2301.45,2305.73,2308.6,2298.41,299.69M,0.06%
2018-08-07,2300.16,2290.85,2301.27,2279.55,230.34M,0.60%
2018-08-06,2286.5,2288.51,2300.38,2283.26,244.55M,-0.05%
2018-08-03,2287.68,2278.33,2288.93,2272.94,270.49M,0.77%
2018-08-02,2270.2,2304.14,2306.72,2265.46,352.06M,-1.60%
2018-08-01,2307.07,2301.17,2312.65,2301.13,219.03M,0.51%
2018-07-31,2295.26,2292.23,2296.6,2286.02,223.93M,0.08%
2018-07-30,2293.51,2290.18,2296.91,2283.29,206.50M,-0.06%
2018-07-27,2294.99,2292.33,2295.27,2284.44,262.14M,0.26%
2018-07-26,2289.06,2284.51,2297.16,2276.54,303.33M,0.71%
2018-07-25,2273.03,2284.38,2292.61,2269.67,309.32M,-0.31%
2018-07-24,2280.2,2273.15,2284.43,2263.13,436.13M,0.48%
2018-07-23,2269.31,2289.61,2289.61,2264.42,334.29M,-0.87%
2018-07-20,2289.19,2281.36,2293.34,2269.55,353.24M,0.30%
2018-07-19,2282.29,2298.91,2300.18,2278.94,464.52M,-0.34%
2018-07-18,2290.11,2313.78,2319.39,2287.1,402.77M,-0.34%
2018-07-17,2297.92,2302.95,2306.07,2290.24,379.03M,-0.18%
2018-07-16,2301.99,2312.26,2317.84,2299.79,297.12M,-0.39%
2018-07-13,2310.9,2293.07,2313.8,2293.07,291.56M,1.13%
2018-07-12,2285.06,2285.93,2298.56,2277.73,364.41M,0.19%
2018-07-11,2280.62,2277.22,2287.08,2262.77,422.99M,-0.59%
2018-07-10,2294.16,2299.09,2305.84,2292.13,339.92M,0.37%
2018-07-09,2285.8,2276.92,2294.61,2267.25,352.64M,0.57%
2018-07-06,2272.87,2261.44,2283.75,2247.35,344.43M,0.68%
2018-07-05,2257.55,2264.74,2274.74,2243.9,346.88M,-0.35%
2018-07-04,2265.46,2270.95,2280.81,2261.34,315.10M,-0.32%
2018-07-03,2272.76,2285.88,2287.39,2252.36,366.03M,0.05%
2018-07-02,2271.54,2322.23,2327.59,2271.53,393.26M,-2.35%
2018-06-29,2326.13,2325.68,2329.58,2296.39,396.66M,0.51%
2018-06-28,2314.24,2327.37,2335.35,2310.8,414.37M,-1.19%
2018-06-27,2342.03,2349.38,2358.71,2342.02,526.62M,-0.38%
2018-06-26,2350.92,2334.75,2358.01,2326.61,470.91M,-0.30%
2018-06-25,2357.88,2351.89,2361.39,2337.22,415.08M,0.03%
2018-06-22,2357.22,2323.08,2357.4,2320.76,537.26M,0.83%
2018-06-21,2337.83,2364.16,2370.58,2337.83,438.26M,-1.10%
2018-06-20,2363.91,2350.24,2374.52,2345.22,456.00M,1.02%
2018-06-19,2340.11,2373.12,2379.49,2336.54,606.30M,-1.52%
2018-06-18,2376.24,2404.68,2405.56,2365.31,564.82M,-1.16%
2018-06-15,2404.04,2432.18,2433.51,2403.97,502.36M,-0.80%
2018-06-14,2423.48,2450.86,2451.95,2422.37,533.45M,-1.84%
2018-06-12,2468.83,2474.78,2479.56,2462.84,613.17M,-0.05%
2018-06-11,2470.15,2454.25,2470.99,2448,427.95M,0.76%
2018-06-08,2451.58,2467.88,2468.27,2449.11,530.16M,-0.77%
2018-06-07,2470.58,2468.26,2478.67,2466.01,474.15M,0.69%
2018-06-05,2453.76,2450.39,2455.78,2432.81,501.36M,0.25%
2018-06-04,2447.76,2444.62,2452.67,2441.25,438.93M,0.36%
2018-06-01,2438.96,2419.63,2445.31,2418.11,603.02M,0.66%
2018-05-31,2423.01,2428.83,2430.15,2415.5,816.93M,0.58%
2018-05-30,2409.03,2446.81,2449.88,2399.58,575.92M,-1.96%
2018-05-29,2457.25,2476.7,2479.68,2457.18,571.84M,-0.88%
2018-05-28,2478.96,2465,2482.4,2463.14,708.36M,0.74%
2018-05-25,2460.8,2452.8,2466.57,2444.77,653.59M,-0.21%
2018-05-24,2466.01,2477.48,2481.31,2457.84,638.12M,-0.24%
2018-05-23,2471.91,2462.98,2476.86,2460.07,752.68M,0.26%
2018-05-21,2465.57,2464.07,2472.3,2447.69,588.09M,0.20%
2018-05-18,2460.65,2459.73,2461.95,2452.34,431.38M,0.50%
2018-05-17,2448.45,2468.72,2472.82,2448.43,596.77M,-0.46%
2018-05-16,2459.82,2446.64,2465.55,2444.67,691.81M,0.05%
2018-05-15,2458.54,2476.87,2480.22,2456.2,712.62M,-0.71%
2018-05-14,2476.11,2482.97,2486.17,2471.91,650.71M,-0.06%
2018-05-11,2477.71,2469.3,2483.85,2468.41,599.90M,0.55%
2018-05-10,2464.16,2458.67,2464.72,2448.01,490.00M,0.83%
2018-05-09,2443.98,2450.71,2451.86,2428.79,593.37M,-0.24%
2018-05-08,2449.81,2468.45,2479.75,2444.08,714.73M,-0.47%
2018-05-04,2461.38,2486.47,2487.77,2461.38,612.02M,-1.04%
2018-05-03,2487.25,2506.94,2507.91,2487.25,614.10M,-0.73%
2018-05-02,2505.61,2515.75,2516.57,2501.71,807.59M,-0.39%
2018-04-30,2515.38,2502.29,2515.38,2500.22,746.29M,0.92%
2018-04-27,2492.4,2497.75,2508.13,2484.19,464.96M,0.68%
2018-04-26,2475.64,2460.62,2484.09,2456.2,520.92M,1.10%
2018-04-25,2448.81,2444.19,2453.54,2436.51,466.10M,-0.62%
2018-04-24,2464.14,2478.47,2479.32,2454.44,524.28M,-0.40%
2018-04-23,2474.11,2473.7,2478.57,2466.57,701.42M,-0.09%
2018-04-20,2476.33,2478.59,2485.15,2472.37,531.72M,-0.39%
2018-04-19,2486.1,2483.26,2490.57,2476.51,727.03M,0.25%
2018-04-18,2479.98,2467.55,2486.73,2467.55,647.29M,1.07%
2018-04-17,2453.77,2459.39,2465.63,2449.08,394.70M,-0.15%
2018-04-16,2457.49,2466.04,2466.16,2449.97,347.17M,0.10%
2018-04-13,2455.07,2449.42,2457.85,2442.35,395.89M,0.51%
2018-04-12,2442.71,2450.95,2454.95,2441.58,441.57M,-0.06%
2018-04-11,2444.22,2456.53,2458.99,2441.2,355.19M,-0.27%
2018-04-10,2450.74,2439.94,2454.36,2419.55,356.39M,0.27%
2018-04-09,2444.08,2424.15,2446.28,2424.15,334.42M,0.60%
2018-04-06,2429.58,2420.88,2433.97,2417.24,454.31M,-0.33%
2018-04-05,2437.52,2426.92,2446.78,2420.92,591.04M,1.22%
2018-04-04,2408.06,2447.97,2447.97,2405.91,551.70M,-1.41%
2018-04-03,2442.43,2422.26,2442.43,2416.44,497.14M,-0.07%
2018-04-02,2444.16,2454.72,2467.52,2440.89,390.32M,-0.07%
2018-03-30,2445.85,2454.1,2458.24,2445.72,395.33M,0.39%
2018-03-29,2436.37,2421.7,2439.47,2413.71,333.36M,0.71%
2018-03-28,2419.29,2425.94,2430.77,2409.47,501.31M,-1.34%
2018-03-27,2452.06,2455,2456.55,2444.92,332.13M,0.61%
2018-03-26,2437.08,2414.68,2437.08,2399.44,306.90M,0.84%
2018-03-23,2416.76,2446.73,2450.4,2412.62,457.95M,-3.18%
2018-03-22,2496.02,2494.84,2508.71,2485.34,482.14M,0.44%
2018-03-21,2484.97,2488.22,2492.88,2483.78,399.07M,-0.02%
2018-03-20,2485.52,2456.8,2485.52,2456.8,291.50M,0.42%
2018-03-19,2475.03,2491.99,2493.56,2470.91,477.22M,-0.76%
2018-03-16,2493.97,2495.11,2497.8,2476.88,377.77M,0.06%
2018-03-15,2492.38,2486,2496.51,2471.04,344.01M,0.25%
2018-03-14,2486.08,2477.43,2486.98,2474.77,360.87M,-0.34%
2018-03-13,2494.49,2483.05,2494.49,2478.76,350.20M,0.42%
2018-03-12,2484.12,2485.64,2489.46,2474.91,391.30M,1.00%
2018-03-09,2459.45,2443.43,2476.43,2436.03,437.26M,1.08%
2018-03-08,2433.08,2420.67,2433.08,2407.59,394.85M,1.30%
2018-03-07,2401.82,2413.39,2429.43,2395.24,412.97M,-0.40%
2018-03-06,2411.41,2400.67,2413.01,2392.87,400.11M,1.53%
2018-03-05,2375.06,2405.92,2407.98,2374.8,312.25M,-1.13%
2018-03-02,2402.16,2406.57,2410.34,2387.25,320.40M,-1.04%
2018-02-28,2427.36,2447.11,2460.12,2426.21,367.56M,-1.17%
2018-02-27,2456.14,2474.08,2480.79,2456.14,271.23M,-0.06%
2018-02-26,2457.65,2465.35,2466.08,2447.86,321.26M,0.25%
2018-02-23,2451.52,2427.13,2451.52,2427.13,300.58M,1.54%
2018-02-22,2414.28,2417.18,2422.62,2405.23,349.49M,-0.63%
2018-02-21,2429.65,2417.73,2432.45,2404.02,432.28M,0.60%
2018-02-20,2415.12,2433.35,2438.48,2411.23,421.49M,-1.13%
2018-02-19,2442.82,2452.52,2455.12,2428.15,322.14M,0.87%
2018-02-14,2421.83,2412.47,2426.63,2408.02,305.74M,1.11%
2018-02-13,2395.19,2402.89,2421.8,2388.54,423.42M,0.41%
2018-02-12,2385.38,2380.49,2397.9,2367.31,352.29M,0.91%
2018-02-09,2363.77,2346.73,2372.9,2346.73,489.11M,-1.82%
2018-02-08,2407.62,2400.17,2423.88,2393.46,362.42M,0.46%
2018-02-07,2396.56,2483.72,2484.18,2396.56,460.08M,-2.31%
2018-02-06,2453.31,2437.02,2460.28,2409.38,582.84M,-1.54%
2018-02-05,2491.75,2487.34,2503.99,2476.24,442.35M,-1.33%
2018-02-02,2525.39,2565.99,2565.99,2519.6,481.82M,-1.68%
2018-02-01,2568.54,2578.91,2583.74,2564.59,595.15M,0.08%
2018-01-31,2566.46,2557.37,2597.14,2553.01,403.05M,-0.05%
2018-01-30,2567.74,2590.41,2599.17,2567.07,397.04M,-1.17%
2018-01-29,2598.19,2588.87,2607.1,2587.55,437.48M,0.91%
2018-01-26,2574.76,2560.69,2574.76,2553.53,400.65M,0.49%
2018-01-25,2562.23,2536.96,2564.43,2536.73,514.60M,0.95%
2018-01-24,2538,2533.86,2547.22,2531.31,371.09M,0.06%
2018-01-23,2536.6,2510.35,2536.6,2507.96,370.01M,1.38%
2018-01-22,2502.11,2516.9,2517.12,2488.44,342.99M,-0.72%
2018-01-19,2520.26,2519.67,2524.33,2513.09,351.84M,0.18%
2018-01-18,2515.81,2527.67,2532.08,2512.69,333.11M,0.02%
2018-01-17,2515.43,2517.19,2521.97,2506.49,336.71M,-0.25%
2018-01-16,2521.74,2504.16,2524.55,2498.55,341.61M,0.72%
2018-01-15,2503.73,2510.97,2513.3,2496.18,404.55M,0.29%
2018-01-12,2496.42,2499.87,2500.87,2482.15,438.78M,0.34%
2018-01-11,2487.91,2496.86,2502.52,2483.82,444.34M,-0.47%
2018-01-10,2499.75,2516.33,2516.82,2493.98,444.02M,-0.42%
2018-01-09,2510.23,2510.73,2524.73,2498.41,374.32M,-0.12%
2018-01-08,2513.28,2510.7,2515.37,2494.18,311.43M,0.63%
2018-01-05,2497.52,2476.85,2497.52,2475.51,308.77M,1.26%
2018-01-04,2466.46,2502.5,2502.5,2466.45,333.84M,-0.80%
2018-01-03,2486.35,2484.63,2493.4,2481.91,331.10M,0.27%
2018-01-02,2479.65,2474.86,2481.02,2465.94,262.20M,0.49%
2017-12-28,2467.49,2439.31,2467.51,2437.26,220.34M,1.26%
2017-12-27,2436.67,2420.86,2436.68,2411.48,194.85M,0.38%
2017-12-26,2427.34,2447.67,2457.19,2427.34,224.64M,-0.54%
2017-12-22,2440.54,2437.59,2444.57,2426.94,230.41M,0.44%
2017-12-21,2429.83,2471.34,2471.73,2429.83,247.33M,-1.72%
2017-12-20,2472.37,2473.82,2484.5,2470.62,236.18M,-0.25%
2017-12-19,2478.53,2487.83,2498.67,2470.49,308.39M,-0.13%
2017-12-18,2481.88,2488.83,2488.83,2477.29,324.36M,-0.01%
2017-12-15,2482.07,2488.39,2495.08,2475.99,340.76M,0.51%
2017-12-14,2469.48,2486.57,2514.61,2469.48,317.79M,-0.45%
2017-12-13,2480.55,2462.42,2481.92,2457.7,254.95M,0.79%
2017-12-12,2461,2471.23,2471.43,2455.39,281.19M,-0.42%
2017-12-11,2471.49,2467.81,2471.99,2457.98,240.14M,0.30%
2017-12-08,2464,2470.09,2473.17,2459.02,406.38M,0.08%
2017-12-07,2461.98,2479.55,2480.85,2452.4,404.85M,-0.50%
2017-12-06,2474.37,2510.19,2510.47,2474.29,507.62M,-1.42%
2017-12-05,2510.12,2490.73,2513.68,2487.15,395.43M,0.34%
2017-12-04,2501.67,2486.72,2501.67,2476.29,323.85M,1.06%
2017-12-01,2475.41,2488.92,2488.92,2472.75,288.57M,-0.04%
2017-11-30,2476.37,2502.22,2506.32,2474.28,339.02M,-1.45%
2017-11-29,2512.9,2517.26,2524.41,2508.66,301.21M,-0.05%
2017-11-28,2514.19,2512.52,2521.06,2500.93,348.24M,0.25%
2017-11-27,2507.81,2544.74,2546.71,2506.69,284.89M,-1.44%
2017-11-24,2544.33,2539.79,2544.33,2533.98,297.94M,0.28%
2017-11-23,2537.15,2542.34,2544.58,2532.45,391.29M,-0.13%
2017-11-22,2540.51,2546.61,2553.22,2535.19,485.67M,0.39%
2017-11-21,2530.7,2533.85,2539.88,2525.96,484.89M,0.12%
2017-11-20,2527.67,2536.8,2542.62,2523.52,404.26M,-0.25%
2017-11-17,2533.99,2546.05,2559.1,2533.99,362.19M,-0.03%
2017-11-16,2534.79,2522.42,2538.28,2514.51,302.93M,0.66%
2017-11-15,2518.25,2525.6,2526.61,2511.76,398.22M,-0.33%
2017-11-14,2526.64,2532.55,2532.95,2520.99,287.77M,-0.15%
2017-11-13,2530.35,2548.27,2552.28,2527.2,266.53M,-0.50%
2017-11-10,2542.95,2541.18,2547.61,2534.6,291.52M,-0.30%
2017-11-09,2550.57,2559.93,2559.93,2536.54,293.54M,-0.07%
2017-11-08,2552.4,2534.48,2558.74,2533.73,277.04M,0.27%
2017-11-07,2545.44,2548.3,2554.13,2540.67,253.92M,-0.16%
2017-11-06,2549.41,2557.29,2559.9,2529.94,221.19M,-0.33%
2017-11-03,2557.97,2558.37,2558.37,2539.72,292.77M,0.46%
2017-11-02,2546.36,2560.34,2561.63,2542.02,527.73M,-0.40%
2017-11-01,2556.47,2535.97,2556.47,2535.83,361.80M,1.31%
2017-10-31,2523.43,2500.21,2528.32,2498.05,313.79M,0.86%
2017-10-30,2501.93,2513.87,2513.87,2497.42,342.01M,0.21%
2017-10-27,2496.63,2485.44,2499.15,2479.67,511.23M,0.64%
2017-10-26,2480.63,2489.6,2495.99,2480.63,646.88M,-0.48%
2017-10-25,2492.5,2495.87,2497.41,2481.48,599.44M,0.08%
2017-10-24,2490.49,2489.31,2497.35,2487.17,232.01M,0.02%
2017-10-23,2490.05,2497.65,2500.33,2485.48,274.20M,0.02%
2017-10-20,2489.54,2477.3,2489.54,2476.88,313.21M,0.67%
2017-10-19,2473.06,2485.72,2490.94,2468.67,236.62M,-0.40%
2017-10-18,2482.91,2481.53,2490.58,2475.67,244.24M,-0.06%
2017-10-17,2484.37,2484.96,2487.88,2478.76,199.05M,0.17%
2017-10-16,2480.05,2483.17,2487.71,2470.24,224.42M,0.26%
2017-10-13,2473.62,2473.65,2479.73,2468.14,234.80M,-0.05%
2017-10-12,2474.76,2461.7,2474.76,2459.48,256.21M,0.68%
2017-10-11,2458.16,2442.49,2458.16,2439.81,201.77M,1.00%
2017-10-10,2433.81,2425.63,2443.2,2421.1,221.74M,1.64%
2017-09-29,2394.47,2378.66,2394.47,2378.66,184.19M,0.90%
2017-09-28,2373.14,2374.1,2379.54,2365.67,194.77M,0.02%
2017-09-27,2372.57,2376.89,2377.18,2368.92,202.62M,-0.07%
2017-09-26,2374.32,2371.62,2381.31,2365.34,319.12M,-0.26%
2017-09-25,2380.4,2388.77,2392.44,2374.69,339.35M,-0.35%
2017-09-22,2388.71,2404.35,2409.3,2381.81,333.62M,-0.74%
2017-09-21,2406.5,2412.01,2415.13,2401.89,335.34M,-0.24%
2017-09-20,2412.2,2420.82,2429.12,2405.78,303.29M,-0.16%
2017-09-19,2416.05,2419.3,2422.05,2411.68,254.59M,-0.09%
2017-09-18,2418.21,2390.58,2418.24,2389.65,273.48M,1.35%
2017-09-15,2386.07,2368.44,2386.07,2365.37,298.74M,0.35%
2017-09-14,2377.66,2365.54,2377.66,2358.43,314.26M,0.74%
2017-09-13,2360.18,2370.54,2373.61,2360.17,318.87M,-0.22%
2017-09-12,2365.47,2372.02,2372.45,2359.12,333.57M,0.27%
2017-09-11,2359.08,2354.86,2369.72,2354.35,243.61M,0.66%
2017-09-08,2343.72,2350.19,2351.73,2340.63,214.59M,-0.11%
2017-09-07,2346.19,2328.94,2349.79,2328.92,277.04M,1.14%
2017-09-06,2319.82,2324.84,2325.56,2314.31,252.68M,-0.29%
2017-09-05,2326.62,2340.62,2340.62,2319.94,320.43M,-0.13%
2017-09-04,2329.65,2316.89,2344.82,2316.89,248.50M,-1.19%
2017-09-01,2357.69,2367.45,2370.25,2351.37,280.06M,-0.23%
2017-08-31,2363.19,2373.96,2377.02,2355.29,265.05M,-0.38%
2017-08-30,2372.29,2368.13,2372.29,2363.43,305.64M,0.32%
2017-08-29,2364.74,2356.2,2364.74,2332.85,223.09M,-0.23%
2017-08-28,2370.3,2376.38,2383.46,2366.23,226.87M,-0.35%
2017-08-25,2378.51,2381.47,2384.59,2372.67,341.96M,0.11%
2017-08-24,2375.84,2370.12,2382.72,2368.29,295.53M,0.40%
2017-08-23,2366.4,2376.53,2379.59,2360.71,228.62M,0.05%
2017-08-22,2365.33,2360.29,2369.02,2359.97,251.86M,0.44%
2017-08-21,2355,2363.38,2363.38,2351.96,207.22M,-0.14%
2017-08-18,2358.37,2340.19,2362.43,2340.19,201.48M,-0.14%
2017-08-17,2361.67,2351.61,2364.5,2346.74,255.77M,0.57%
2017-08-16,2348.26,2355.74,2358.46,2343.72,270.52M,0.60%
2017-08-14,2334.22,2336.02,2341.78,2327.8,214.02M,0.63%
2017-08-11,2319.71,2323.06,2335.12,2310.2,318.58M,-1.69%
2017-08-10,2359.47,2360.95,2371.5,2339.06,283.87M,-0.38%
2017-08-09,2368.39,2379.7,2387.53,2366.33,234.07M,-1.10%
2017-08-08,2394.73,2404.68,2410.22,2383.94,252.85M,-0.17%
2017-08-07,2398.75,2402.57,2412.13,2395.74,244.12M,0.14%
2017-08-04,2395.45,2389.74,2400.33,2383.45,273.57M,0.36%
2017-08-03,2386.85,2423.21,2423.55,2374.11,303.58M,-1.68%
2017-08-02,2427.63,2431.94,2434.47,2424.18,261.57M,0.19%
2017-08-01,2422.96,2397.12,2432.62,2394.27,264.04M,0.84%
2017-07-31,2402.71,2392.02,2403.9,2388.39,277.57M,0.07%
2017-07-28,2400.99,2433.46,2434.38,2399.06,318.65M,-1.73%
2017-07-27,2443.24,2443.28,2448.24,2435.49,426.50M,0.36%
2017-07-26,2434.51,2446.82,2446.96,2429.62,336.11M,-0.22%
2017-07-25,2439.9,2450.76,2453.17,2437.14,275.20M,-0.47%
2017-07-24,2451.53,2451.41,2451.53,2443.65,233.41M,0.06%
2017-07-21,2450.06,2438.78,2451.59,2437.84,250.13M,0.34%
2017-07-20,2441.84,2436.06,2443.69,2427.95,251.92M,0.49%
2017-07-19,2429.94,2430.09,2430.09,2419.64,270.96M,0.16%
2017-07-18,2426.04,2425.07,2426.16,2419.17,260.66M,0.04%
2017-07-17,2425.1,2427.76,2430.34,2419.91,254.20M,0.43%
2017-07-14,2414.63,2418.27,2421.48,2411.34,258.77M,0.21%
2017-07-13,2409.49,2405.76,2422.26,2402.92,289.26M,0.74%
2017-07-12,2391.77,2395.41,2399.28,2390.45,268.93M,-0.18%
2017-07-11,2396,2386.42,2396.46,2382.69,284.46M,0.58%
2017-07-10,2382.1,2386.3,2389.87,2378.04,296.26M,0.09%
2017-07-07,2379.87,2376.29,2385.02,2372.83,314.37M,-0.33%
2017-07-06,2387.81,2390.31,2392.5,2380.82,301.47M,-0.02%
2017-07-05,2388.35,2377.01,2390.29,2375.63,333.72M,0.33%
2017-07-04,2380.52,2395.24,2398.02,2376.41,411.78M,-0.58%
2017-07-03,2394.48,2397.66,2399.9,2384.55,310.99M,0.11%
2017-06-30,2391.79,2382.15,2391.81,2381.4,343.53M,-0.16%
2017-06-29,2395.66,2396.81,2402.8,2393.57,445.13M,0.55%
2017-06-28,2382.56,2382.91,2390.89,2380.75,361.18M,-0.39%
2017-06-27,2391.95,2386.76,2397.14,2383.47,358.03M,0.14%
2017-06-26,2388.66,2381.09,2390.7,2377.88,325.67M,0.42%
2017-06-23,2378.6,2371.54,2380.94,2369.17,256.26M,0.35%
2017-06-22,2370.37,2364.22,2370.39,2354.1,299.23M,0.54%
2017-06-21,2357.53,2358.23,2359.97,2346.19,360.34M,-0.49%
2017-06-20,2369.23,2382.54,2382.54,2365.45,360.73M,-0.07%
2017-06-19,2370.9,2364.02,2377.2,2356.84,290.94M,0.38%
2017-06-16,2361.83,2364.2,2365.37,2355.29,329.18M,0.01%
2017-06-15,2361.65,2373.36,2378.04,2350.37,334.89M,-0.46%
2017-06-14,2372.64,2384.54,2387.29,2366.92,393.00M,-0.09%
2017-06-13,2374.7,2358.92,2375.81,2358.92,322.08M,0.71%
2017-06-12,2357.87,2370.69,2374.7,2353.35,327.23M,-1.00%
2017-06-09,2381.69,2371.22,2385.15,2367.81,520.56M,0.77%
2017-06-08,2363.57,2361.64,2365.52,2347.62,417.08M,0.15%
2017-06-07,2360.14,2364.96,2369.43,2356.71,376.21M,-0.36%
2017-06-05,2368.62,2376.66,2376.83,2363.61,326.41M,-0.13%
2017-06-02,2371.72,2353.77,2372.65,2353.45,399.50M,1.16%
2017-06-01,2344.61,2348.31,2351.31,2335.63,336.69M,-0.12%
2017-05-31,2347.38,2339.25,2355.23,2338.25,555.94M,0.16%
2017-05-30,2343.68,2356.54,2358.69,2332.16,508.84M,-0.39%
2017-05-29,2352.97,2362.59,2371.67,2344.25,316.18M,-0.10%
2017-05-26,2355.3,2344.39,2364.8,2341.61,312.90M,0.53%
2017-05-25,2342.93,2325.49,2343.72,2321.26,369.28M,1.10%
2017-05-24,2317.34,2319.37,2322.54,2312.93,409.56M,0.24%
2017-05-23,2311.74,2308.69,2326.57,2303.15,341.08M,0.33%
2017-05-22,2304.03,2300.68,2305.21,2292.95,340.06M,0.68%
2017-05-19,2288.48,2286.78,2293.82,2282.13,421.13M,0.07%
2017-05-18,2286.82,2271.27,2288.85,2267.08,378.32M,-0.27%
2017-05-17,2293.08,2291.56,2295.87,2283.01,394.82M,-0.10%
2017-05-16,2295.33,2306.73,2309,2283.84,368.14M,0.20%
2017-05-15,2290.65,2288.23,2297.31,2280.6,251.59M,0.20%
2017-05-12,2286.02,2296.06,2296.51,2283.38,335.34M,-0.45%
2017-05-11,2296.37,2278.47,2297.67,2271.66,463.46M,1.16%
2017-05-10,2270.12,2294.1,2323.22,2264.31,422.89M,-0.99%
2017-05-08,2292.76,2245.61,2292.76,2244.23,281.76M,2.30%
2017-05-04,2241.24,2224.91,2241.24,2224.91,261.92M,0.97%
2017-05-02,2219.67,2213.61,2229.74,2212.87,295.14M,0.65%
2017-04-28,2205.44,2214.36,2217.04,2202.2,268.64M,-0.18%
2017-04-27,2209.46,2201.72,2211.59,2199.76,386.11M,0.07%
2017-04-26,2207.84,2202.37,2210.61,2200.73,397.53M,0.50%
2017-04-25,2196.85,2175.7,2196.85,2174.11,275.90M,1.06%
2017-04-24,2173.74,2175.5,2177.89,2166.83,374.71M,0.40%
2017-04-21,2165.04,2161.24,2169.46,2156.64,281.54M,0.74%
2017-04-20,2149.15,2138.19,2150.43,2134.05,268.32M,0.50%
2017-04-19,2138.4,2144.98,2148.03,2133.82,344.22M,-0.47%
2017-04-18,2148.46,2155.36,2155.36,2139.31,291.40M,0.13%
2017-04-17,2145.76,2140.87,2150.7,2138.7,259.30M,0.51%
2017-04-14,2134.88,2138.28,2141.61,2127.8,383.69M,-0.64%
2017-04-13,2148.61,2130.64,2148.61,2125.87,357.58M,0.93%
2017-04-12,2128.91,2128.17,2129.82,2122.94,427.36M,0.24%
2017-04-11,2123.85,2129.23,2136.55,2117.82,489.31M,-0.44%
2017-04-10,2133.32,2148.83,2148.83,2128.35,512.92M,-0.86%
2017-04-07,2151.73,2154.87,2155.7,2142.51,408.46M,-0.05%
2017-04-06,2152.75,2152.64,2153.83,2143.3,510.16M,-0.37%
2017-04-05,2160.85,2161.9,2164.85,2146.98,571.69M,-0.01%
2017-04-04,2161.1,2165.23,2166.94,2156.89,522.09M,-0.30%
2017-04-03,2167.51,2166.04,2171.33,2161.26,398.51M,0.34%
2017-03-31,2160.23,2166.62,2166.93,2159.8,441.64M,-0.20%
2017-03-30,2164.64,2170.18,2174.16,2159.16,643.56M,-0.11%
2017-03-29,2166.98,2172.31,2172.31,2162.04,626.79M,0.17%
2017-03-28,2163.31,2166.58,2169.14,2157.71,393.97M,0.35%
2017-03-27,2155.66,2161.17,2165.25,2153.14,395.86M,-0.61%
2017-03-24,2168.95,2171.36,2179.34,2163.34,358.67M,-0.17%
2017-03-23,2172.72,2174.09,2182.42,2170.56,358.61M,0.20%
2017-03-22,2168.3,2159.97,2170,2158.96,394.43M,-0.46%
2017-03-21,2178.38,2162.95,2181.99,2160.25,303.94M,0.99%
2017-03-20,2157.01,2160.32,2160.57,2151.51,264.95M,-0.35%
2017-03-17,2164.58,2150.47,2164.59,2148.86,302.79M,0.67%
2017-03-16,2150.08,2154.98,2156.85,2143.01,402.42M,0.80%
2017-03-15,2133,2128.42,2135.38,2127.26,374.70M,-0.04%
2017-03-14,2133.78,2127.12,2135.5,2124.42,365.08M,0.76%
2017-03-13,2117.59,2102.37,2122.88,2100.91,382.13M,0.97%
2017-03-10,2097.35,2088.67,2102.05,2082.31,500.86M,0.30%
2017-03-09,2091.06,2098.29,2100.08,2090.73,408.23M,-0.21%
2017-03-08,2095.41,2092.27,2101.56,2088.19,381.44M,0.06%
2017-03-07,2094.05,2080.77,2096.79,2079.16,277.83M,0.61%
2017-03-06,2081.36,2073.2,2083.8,2067.68,431.44M,0.13%
2017-03-03,2078.75,2090.92,2091.59,2072.09,425.94M,-1.14%
2017-03-02,2102.65,2105.19,2112.58,2096.31,434.71M,0.53%
2017-02-28,2091.64,2087.26,2094.41,2084.36,399.82M,0.29%
2017-02-27,2085.52,2095.47,2097.24,2084.08,343.70M,-0.41%
2017-02-24,2094.12,2106.43,2107.83,2090.05,385.40M,-0.64%
2017-02-23,2107.63,2106.15,2108.99,2103.11,430.85M,0.05%
2017-02-22,2106.61,2106.42,2108.98,2101.56,312.22M,0.18%
2017-02-21,2102.93,2085.97,2108.48,2085,292.54M,0.89%
2017-02-20,2084.39,2084.16,2085.59,2077.13,297.20M,0.18%
2017-02-17,2080.58,2072.57,2081.18,2072.57,301.52M,-0.06%
2017-02-16,2081.84,2088.09,2092.59,2078.35,330.47M,-0.10%
2017-02-15,2083.86,2073.6,2087.69,2069.89,338.04M,0.45%
2017-02-14,2074.57,2079.3,2081.59,2068.16,332.37M,-0.20%
